,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,aver
0.0,-0.030629780641152834,-0.03164382226236692,-0.03218591129754178,-0.03614931378272255,-0.04215539989206253,-0.040357358642649346,-0.04669821314053031,-0.050059630602419566,-0.05813183490872142,-0.06572074317152655,-0.04337320083416938
1.0,-0.0038317143919957145,-0.011213461164988486,-0.014883242847521745,-0.014367779732893379,-0.01382763784419702,-0.016062498122442717,-0.023349029799177124,-0.03154669156014604,-0.03719885903733847,-0.049665454615455865,-0.021594636911615655
2.0,0.004300925605268447,-0.005239096473916557,-0.005353558826643257,-0.009161709700010713,-0.006323106806790474,-0.010981030739819587,-0.012186816000027871,-0.019973039828817006,-0.02354690010315139,-0.03686762121840621,-0.012533195409231462
3.0,0.006946983094799958,0.005228359809033728,0.00384367458135468,-0.0024851856406466464,-0.003010386685431768,-0.000764344681038918,-0.004796514275013156,-0.00921320827147692,-0.015532238601884648,-0.026899599231623432,-0.004668245990192712
4.0,0.01382055209236978,0.013729933233167622,0.011515346566267437,0.015088763941922581,0.006540962727066161,0.007639834571123194,0.005540206357409152,0.0024366698450857234,0.0009000099784577554,-0.006024418985709814,0.0071187860327159595
5.0,0.02942793568896383,0.027334286422214586,0.02481120065733372,0.025438840365862466,0.02308596411007863,0.024353947741792628,0.016067989548837872,0.0245548389184404,0.01591240453570879,0.006154352385610079,0.021714176037484302
6.0,0.04067386121939516,0.04258317448035921,0.04486229562948095,0.04108434639834525,0.041768858150487524,0.03653445474325774,0.04148046019053832,0.03315869020824416,0.024029752123230594,0.027383848425569072,0.0373559741568908
7.0,0.0676138063556247,0.05604093662983743,0.057922118628078625,0.05976845277505272,0.056663902584276706,0.060327875480670715,0.05884146387038871,0.05608611230436889,0.05920040295120841,0.05317824086900729,0.05856433124485141
8.0,0.09461186884427866,0.08265845379556538,0.08647751500227191,0.08797779661399578,0.08420346238015987,0.08631284401427389,0.08406616173268633,0.08650342531274528,0.08346600056685835,0.07895042331886863,0.0855227951581704
9.0,0.26930587837916964,0.12138318099221572,0.1254036843750961,0.12084152177129912,0.12244845483010766,0.12413277550715296,0.12667594179233066,0.12331719210486383,0.12754702566367382,0.11563393232885959,0.13766895877447693
