,alpha,alpha_t,beta,beta_t
0,0.3073115028939536,0.5748369597387732,172.3372052159883,30.29225848439775
1,-0.033188002524395466,-0.06264566386023215,178.86907553792446,31.727211581502264
2,0.04311760304339768,0.08513607428244205,172.34093185241758,31.976740201117497
3,0.4955845125887307,0.8329210767266679,173.27849979580452,27.366392172571597
4,0.4004408128357408,0.6763278702794383,172.26228566685884,27.339835455092707
5,0.8846239998318992,1.368809705666594,176.1768065816476,25.61650244635466
6,0.8571263117369667,1.0651470605393836,173.0471559815161,20.207656605865417
7,1.1888096565927686,1.666426976634625,180.08511835316236,23.721302400880987
8,1.5557324109950956,2.3570421934088785,175.13237928532826,24.9336377908738
9,2.766393027333759,4.0103405754495975,171.881269696669,23.414380370325514
