,mean,median,var,std,skew,kurt
MAX,0.0575469714972656,0.050249687890137285,0.007189504058657601,0.08479094325844949,123.18256878431903,21408.1879772205
Mon_BM,0.38973096529480195,0.3269326029366974,0.06791216930657508,0.26059963412594245,1.1920354099816188,1.4018022324339907
Mon_Illiq,0.5164141414922861,0.06196853849613345,3781.2588486647182,61.49194133107783,403.0278627453947,176325.1912239289
Mon_IVol,0.01875087906278962,0.016958797149087136,0.00033471193831554816,0.018295134279790026,88.74459075300638,12774.39754915385
Mon_SizeAll,1164085.5178796605,463948.59,19724812505512.312,4441262.4900485575,22.177824594980663,718.8137775379298
Mon_SizeFlt,808838.7385448386,314659.6885,9840095516719.334,3136892.653043667,22.34399499688653,756.5512356547973
Mon_Turnover,52.6695971165983,36.4157,2684.6488574874925,51.813597225897105,2.874461923522283,15.707188323662006
Mon_Yield,0.017470921677353413,0.0,0.02771737283034708,0.1664853532006557,13.882840290173739,1289.1869334355101
Mon_Yield_1,0.018757700326428,0.0,0.028205869215471087,0.16794603066304095,13.930462273681163,1255.140010522905
